timestamp,user_id,email,login_duration_hours,file_access_count,usb_plug_count,usb_total_duration_min,email_total_count,email_suspicious_count,email_suspicious_ratio,out_of_session_count,has_confidential,has_urgent,has_password,has_secret,has_invoice,has_transfer,anomaly_score,is_red_team
2025-12-19 14:12:56,user1,user1@gmail.com,7.2,21,1,41,28,2,0.071,0,0,0,0,0,0,0,0.32,0
2025-12-19 14:12:56,user2,user2@gmail.com,8.0,23,0,0,23,1,0.043,0,1,0,0,0,0,0,0.11,0
2025-12-19 14:12:56,user3,user3@gmail.com,8.1,35,0,0,24,2,0.083,0,0,0,1,0,0,0,0.1,0
2025-12-19 14:12:56,user4,user4@gmail.com,8.5,44,0,0,22,1,0.045,0,0,0,0,0,0,0,0.16,0
2025-12-19 14:12:56,user5,user5@gmail.com,9.2,44,1,31,30,2,0.067,0,0,0,0,0,1,0,0.27,0
2025-12-19 14:12:56,user6,user6@gmail.com,7.7,45,1,44,27,0,0.0,0,0,0,0,0,0,0,0.11,0
2025-12-19 14:12:56,user7,user7@gmail.com,10.6,115,3,162,49,6,0.122,4,1,0,1,1,0,1,0.82,1
2025-12-19 14:12:56,user8,user8@gmail.com,9.3,41,0,0,13,2,0.154,1,0,0,0,0,0,0,0.17,0
2025-12-19 14:12:56,user9,user9@gmail.com,8.0,36,0,0,28,1,0.036,0,0,0,0,0,0,0,0.27,0
2025-12-19 14:12:56,user10,user10@gmail.com,8.2,16,0,0,36,0,0.0,0,0,0,0,0,1,0,0.15,0
2025-12-19 14:12:56,user11,user11@gmail.com,10.1,108,5,162,55,3,0.055,4,1,1,1,1,1,0,0.78,1
2025-12-19 14:12:56,user12,user12@gmail.com,7.9,24,0,0,28,0,0.0,0,0,0,0,0,1,0,0.17,0
2025-12-19 14:12:56,user13,user13@gmail.com,9.2,64,0,0,26,2,0.077,0,0,0,0,0,0,0,0.32,0
2025-12-19 14:12:56,user14,user14@gmail.com,9.1,35,0,0,28,2,0.071,0,0,0,0,0,0,0,0.08,0
2025-12-19 14:12:56,user15,user15@gmail.com,9.2,37,0,0,16,2,0.125,0,0,0,0,0,0,0,0.3,0
2025-12-19 14:12:56,user16,user16@gmail.com,8.3,20,0,0,18,2,0.111,0,0,0,0,0,0,0,0.26,0
2025-12-19 14:12:56,user17,user17@gmail.com,7.7,50,0,0,19,1,0.053,0,0,0,0,0,1,0,0.12,0
2025-12-19 14:12:56,user18,user18@gmail.com,10.3,110,5,158,59,6,0.102,1,1,1,1,1,1,1,0.91,1
2025-12-19 14:12:56,user19,user19@gmail.com,8.0,34,0,0,16,2,0.125,0,0,0,0,0,0,0,0.15,0
2025-12-19 14:12:56,user20,user20@gmail.com,7.8,21,1,26,20,0,0.0,0,0,0,0,0,1,0,0.06,0
2025-12-19 14:12:56,user21,user21@gmail.com,10.5,81,4,106,55,8,0.145,4,0,1,1,0,1,1,0.79,1
2025-12-19 14:12:56,user22,user22@gmail.com,7.8,27,0,0,20,2,0.1,1,0,0,0,0,0,1,0.23,0
2025-12-19 14:12:56,user23,user23@gmail.com,10.0,98,2,179,58,3,0.052,1,1,1,1,1,1,1,0.79,1
2025-12-19 14:12:56,user24,user24@gmail.com,8.0,39,0,0,23,0,0.0,0,0,0,0,0,0,0,0.3,0
2025-12-19 14:12:56,user25,user25@gmail.com,8.3,21,0,0,10,1,0.1,0,0,0,0,0,0,0,0.26,0
2025-12-19 14:12:56,user26,user26@gmail.com,8.3,10,0,0,23,0,0.0,0,1,0,0,0,1,0,0.07,0
2025-12-19 14:12:56,user27,user27@gmail.com,8.2,48,0,0,37,1,0.027,0,1,0,0,0,1,0,0.18,0
2025-12-19 14:12:56,user28,user28@gmail.com,10.0,91,5,173,70,3,0.043,1,0,1,1,0,0,0,0.9,1
2025-12-19 14:12:56,user29,user29@gmail.com,8.7,40,0,0,25,2,0.08,0,0,0,0,0,0,0,0.34,0
2025-12-19 14:12:56,user30,user30@gmail.com,9.2,58,0,0,19,1,0.053,0,0,0,0,0,0,0,0.09,0
