timestamp,user_id,email,login_duration_hours,file_access_count,usb_plug_count,usb_total_duration_min,email_total_count,email_suspicious_count,email_suspicious_ratio,out_of_session_count,has_confidential,has_urgent,has_password,has_secret,has_invoice,has_transfer,anomaly_score,is_red_team
2025-12-19 14:11:56,user1,user1@gmail.com,7.1,30,0,0,27,1,0.037,0,1,0,0,0,0,0,0.3,0
2025-12-19 14:11:56,user2,user2@gmail.com,7.7,25,0,0,26,1,0.038,0,0,0,0,0,0,0,0.14,0
2025-12-19 14:11:56,user3,user3@gmail.com,7.9,50,0,0,17,1,0.059,0,0,0,0,0,0,0,0.08,0
2025-12-19 14:11:56,user4,user4@gmail.com,8.7,34,0,0,22,0,0.0,0,0,0,0,0,0,0,0.09,0
2025-12-19 14:11:56,user5,user5@gmail.com,9.8,105,2,200,55,5,0.091,4,1,1,0,1,1,0,0.84,1
2025-12-19 14:11:56,user6,user6@gmail.com,7.7,36,0,0,31,2,0.065,0,0,0,0,0,0,0,0.21,0
2025-12-19 14:11:56,user7,user7@gmail.com,8.8,36,0,0,27,1,0.037,0,1,0,0,0,0,0,0.32,0
2025-12-19 14:11:56,user8,user8@gmail.com,10.9,99,5,157,59,5,0.085,1,1,1,0,0,1,0,0.94,1
2025-12-19 14:11:56,user9,user9@gmail.com,8.3,32,0,0,32,0,0.0,0,0,0,0,0,1,0,0.11,0
2025-12-19 14:11:56,user10,user10@gmail.com,8.3,37,0,0,33,2,0.061,0,0,0,0,0,0,0,0.19,0
2025-12-19 14:11:56,user11,user11@gmail.com,7.7,28,1,10,14,2,0.143,0,0,0,0,0,1,0,0.1,0
2025-12-19 14:11:56,user12,user12@gmail.com,11.3,110,3,111,65,4,0.062,2,1,1,1,1,0,1,0.75,1
2025-12-19 14:11:56,user13,user13@gmail.com,9.0,51,0,0,15,0,0.0,0,0,0,0,0,0,1,0.27,0
2025-12-19 14:11:56,user14,user14@gmail.com,9.9,38,0,0,30,2,0.067,0,0,0,0,0,0,0,0.1,0
2025-12-19 14:11:56,user15,user15@gmail.com,9.5,40,1,14,21,1,0.048,0,0,0,0,0,0,0,0.11,0
2025-12-19 14:11:56,user16,user16@gmail.com,8.7,15,0,0,30,2,0.067,0,0,0,0,0,1,0,0.07,0
2025-12-19 14:11:56,user17,user17@gmail.com,8.6,39,1,23,21,0,0.0,0,0,0,0,0,0,0,0.12,0
2025-12-19 14:11:56,user18,user18@gmail.com,8.6,43,1,19,23,1,0.043,0,0,0,0,0,0,0,0.14,0
2025-12-19 14:11:56,user19,user19@gmail.com,11.3,84,4,155,45,6,0.133,1,1,1,1,0,1,1,0.82,1
2025-12-19 14:11:56,user20,user20@gmail.com,10.6,103,3,169,49,4,0.082,2,1,1,1,1,0,1,0.92,1
2025-12-19 14:11:56,user21,user21@gmail.com,9.1,49,0,0,32,1,0.031,0,0,0,0,0,0,0,0.07,0
2025-12-19 14:11:56,user22,user22@gmail.com,7.9,15,1,36,22,2,0.091,0,0,0,0,0,0,0,0.3,0
2025-12-19 14:11:56,user23,user23@gmail.com,8.1,55,1,17,26,2,0.077,0,0,0,0,0,0,0,0.21,0
2025-12-19 14:11:56,user24,user24@gmail.com,11.5,83,2,97,62,5,0.081,2,1,0,1,1,1,0,0.93,1
2025-12-19 14:11:56,user25,user25@gmail.com,10.9,87,3,111,55,8,0.145,4,1,1,0,1,1,1,0.82,1
2025-12-19 14:11:56,user26,user26@gmail.com,10.4,83,2,117,61,8,0.131,2,1,1,1,0,0,1,0.94,1
2025-12-19 14:11:56,user27,user27@gmail.com,8.3,44,0,0,26,2,0.077,0,0,0,0,0,0,0,0.25,0
2025-12-19 14:11:56,user28,user28@gmail.com,9.6,36,1,11,32,2,0.062,0,0,0,1,1,1,0,0.21,0
2025-12-19 14:11:56,user29,user29@gmail.com,8.6,33,0,0,30,1,0.033,0,0,0,0,0,0,0,0.14,0
2025-12-19 14:11:56,user30,user30@gmail.com,11.0,106,4,193,41,6,0.146,1,1,0,1,1,0,0,0.95,1
