timestamp,user_id,email,login_duration_hours,file_access_count,usb_plug_count,usb_total_duration_min,email_total_count,email_suspicious_count,email_suspicious_ratio,out_of_session_count,has_confidential,has_urgent,has_password,has_secret,has_invoice,has_transfer,anomaly_score,is_red_team
2025-12-19 13:37:25,user1,user1@gmail.com,9.3,18,1,40,25,1,0.04,0,0,0,0,0,0,0,0.33,0
2025-12-19 13:37:25,user2,user2@gmail.com,9.3,35,0,0,19,2,0.105,0,0,0,0,0,0,0,0.24,0
2025-12-19 13:37:25,user3,user3@gmail.com,8.2,35,0,0,35,2,0.057,0,0,0,0,0,0,0,0.19,0
2025-12-19 13:37:25,user4,user4@gmail.com,11.9,84,5,132,64,4,0.062,2,1,0,0,0,1,1,0.81,1
2025-12-19 13:37:25,user5,user5@gmail.com,9.0,26,0,0,25,1,0.04,0,0,0,0,0,0,0,0.3,0
2025-12-19 13:37:25,user6,user6@gmail.com,8.0,24,0,0,22,1,0.045,0,0,1,0,0,0,0,0.26,0
2025-12-19 13:37:25,user7,user7@gmail.com,9.1,29,0,0,25,2,0.08,0,0,0,0,0,0,0,0.17,0
2025-12-19 13:37:25,user8,user8@gmail.com,8.7,42,0,0,18,1,0.056,0,0,0,0,0,0,0,0.15,0
2025-12-19 13:37:25,user9,user9@gmail.com,8.2,36,1,21,29,0,0.0,0,0,0,0,0,0,0,0.11,0
2025-12-19 13:37:25,user10,user10@gmail.com,8.7,27,0,0,23,1,0.043,0,0,0,0,0,0,0,0.07,0
2025-12-19 13:37:25,user11,user11@gmail.com,11.4,118,2,141,63,4,0.063,1,1,1,0,0,1,0,0.88,1
2025-12-19 13:37:25,user12,user12@gmail.com,8.3,28,1,45,25,1,0.04,0,0,0,0,0,1,0,0.29,0
2025-12-19 13:37:25,user13,user13@gmail.com,8.3,50,1,24,21,2,0.095,0,0,0,0,0,1,1,0.13,0
2025-12-19 13:37:25,user14,user14@gmail.com,7.9,31,1,33,34,1,0.029,0,0,1,0,0,1,0,0.2,0
2025-12-19 13:37:25,user15,user15@gmail.com,10.4,116,5,142,55,8,0.145,1,1,1,1,0,1,1,0.88,1
2025-12-19 13:37:25,user16,user16@gmail.com,7.9,10,0,0,11,0,0.0,0,0,0,1,0,0,0,0.2,0
2025-12-19 13:37:25,user17,user17@gmail.com,8.4,12,0,0,41,0,0.0,0,0,0,0,1,1,0,0.34,0
2025-12-19 13:37:25,user18,user18@gmail.com,9.8,27,0,0,19,1,0.053,0,0,0,0,0,0,0,0.25,0
2025-12-19 13:37:25,user19,user19@gmail.com,9.0,35,0,0,24,1,0.042,0,0,0,0,0,0,0,0.14,0
