timestamp,user_id,email,login_duration_hours,file_access_count,usb_plug_count,usb_total_duration_min,email_total_count,email_suspicious_count,email_suspicious_ratio,out_of_session_count,has_confidential,has_urgent,has_password,has_secret,has_invoice,has_transfer,anomaly_score,is_red_team
2025-12-19 14:13:00,user1,user1@gmail.com,8.7,28,0,0,26,0,0.0,0,0,1,0,0,0,0,0.16,0
2025-12-19 14:13:00,user2,user2@gmail.com,9.1,49,0,0,26,0,0.0,0,0,0,0,0,0,0,0.09,0
2025-12-19 14:13:00,user3,user3@gmail.com,9.6,74,4,90,57,3,0.053,4,1,1,1,1,0,0,0.8,1
2025-12-19 14:13:00,user4,user4@gmail.com,9.2,30,1,24,26,2,0.077,1,0,0,0,0,1,0,0.2,0
2025-12-19 14:13:00,user5,user5@gmail.com,8.9,47,1,10,24,0,0.0,0,0,0,0,0,0,0,0.13,0
2025-12-19 14:13:00,user6,user6@gmail.com,9.2,16,1,13,36,1,0.028,0,0,1,1,0,0,0,0.28,0
2025-12-19 14:13:00,user7,user7@gmail.com,11.7,103,2,117,65,6,0.092,2,1,1,0,0,0,1,0.8,1
2025-12-19 14:13:00,user8,user8@gmail.com,11.8,74,4,102,62,4,0.065,4,1,0,1,1,1,1,0.87,1
2025-12-19 14:13:00,user9,user9@gmail.com,8.1,29,0,0,13,0,0.0,0,0,1,0,0,0,0,0.21,0
2025-12-19 14:13:00,user10,user10@gmail.com,8.8,27,0,0,21,0,0.0,0,0,0,0,0,0,0,0.18,0
2025-12-19 14:13:00,user11,user11@gmail.com,8.8,15,0,0,36,1,0.028,0,1,0,0,0,0,0,0.23,0
2025-12-19 14:13:00,user12,user12@gmail.com,9.7,94,4,101,64,8,0.125,4,1,1,0,1,1,1,0.78,1
2025-12-19 14:13:00,user13,user13@gmail.com,10.5,92,5,176,48,6,0.125,2,1,0,1,1,1,0,0.94,1
2025-12-19 14:13:00,user14,user14@gmail.com,8.8,36,1,17,17,1,0.059,0,0,0,0,0,0,0,0.2,0
2025-12-19 14:13:00,user15,user15@gmail.com,10.2,111,2,99,65,8,0.123,2,1,1,1,1,0,1,0.82,1
2025-12-19 14:13:00,user16,user16@gmail.com,8.1,27,0,0,32,2,0.062,0,0,1,0,0,0,0,0.19,0
2025-12-19 14:13:00,user17,user17@gmail.com,8.1,39,0,0,19,0,0.0,0,0,0,0,0,0,0,0.15,0
2025-12-19 14:13:00,user18,user18@gmail.com,8.8,43,1,19,28,0,0.0,0,0,0,0,0,0,1,0.13,0
2025-12-19 14:13:00,user19,user19@gmail.com,7.6,26,0,0,37,1,0.027,0,0,0,0,0,1,0,0.33,0
2025-12-19 14:13:00,user20,user20@gmail.com,9.9,92,4,142,56,3,0.054,4,1,0,1,0,0,1,0.78,1
2025-12-19 14:13:00,user21,user21@gmail.com,8.6,23,0,0,23,0,0.0,0,0,0,0,0,0,0,0.11,0
2025-12-19 14:13:00,user22,user22@gmail.com,8.2,33,1,16,17,1,0.059,0,0,0,0,0,0,0,0.06,0
2025-12-19 14:13:00,user23,user23@gmail.com,7.6,36,1,48,30,1,0.033,0,0,0,0,0,0,0,0.15,0
2025-12-19 14:13:00,user24,user24@gmail.com,8.9,42,0,0,18,1,0.056,0,0,0,0,0,1,0,0.31,0
2025-12-19 14:13:00,user25,user25@gmail.com,10.5,90,3,195,67,6,0.09,3,1,1,1,0,1,1,0.83,1
2025-12-19 14:13:00,user26,user26@gmail.com,10.0,84,2,182,40,4,0.1,2,1,1,1,1,1,0,0.83,1
2025-12-19 14:13:00,user27,user27@gmail.com,10.7,116,5,124,67,7,0.104,4,1,1,1,0,1,0,0.94,1
2025-12-19 14:13:00,user28,user28@gmail.com,10.7,112,5,199,66,4,0.061,2,1,0,0,1,1,1,0.9,1
2025-12-19 14:13:00,user29,user29@gmail.com,9.0,31,1,20,26,2,0.077,0,0,0,0,0,0,0,0.33,0
2025-12-19 14:13:00,user30,user30@gmail.com,10.6,108,3,144,69,8,0.116,4,1,0,1,1,1,1,0.8,1
